"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Game/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","24","0","24","0","Compiling M_ky_smoke01: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites}"
"/Game/Stylized_Forest/Materials/trees/M_tree_bark.M_tree_bark","0","88","0","90","0","Compiling M_tree_bark: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'moss_OFF2-1'=False"
"/Game/Stylized_Forest/Materials/trees/M_tree_bark.M_tree_bark","0","88","0","90","0","Compiling M_tree_bark: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/Stylized_Forest/Materials/trees/M_log_stump.M_log_stump","0","42","0","42","0","Compiling M_log_stump: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'moss_OFF2-1'=True"
"/Game/Stylized_Forest/Materials/trees/M_log_stump.M_log_stump","0","42","0","42","0","Compiling M_log_stump: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/Stylized_Forest/Materials/trees/M_foliage.M_foliage","0","92","0","96","0","Compiling M_foliage: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'mask_wind2-1'=True"
"/Game/Stylized_Forest/Materials/trees/M_foliage.M_foliage","0","92","0","96","0","Compiling M_foliage: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/Stylized_Forest/Materials/plants/M_plants.M_plants","0","92","0","96","0","Compiling M_plants: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Color_Noise2-1'=False, StaticSwitch'Color_Map2-1'=False, StaticSwitch'Normal_Map2-1'=True"
"/Game/Stylized_Forest/Materials/plants/M_plants.M_plants","0","92","0","96","0","Compiling M_plants: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Color_Noise2-1'=True, StaticSwitch'Color_Map2-1'=True, StaticSwitch'Normal_Map2-1'=True"
"/Game/Stylized_Forest/Materials/plants/M_plants.M_plants","0","92","0","96","0","Compiling M_plants: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/Assets/EnvironmentAssets/Train/Train.Train","0","12","0","12","0","Compiling Train: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Assets/EnvironmentAssets/Train/Cart.Cart","0","12","0","12","0","Compiling Cart: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","17","0","17","0","Compiling PreviewShadowIndicatorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","0","8","0","Compiling DebugEditorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","2","0","2","0","Compiling M_LightStage_Skybox_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'HDRI2-1'=True"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","2","0","2","0","Compiling M_LightStage_Skybox_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/LSS_LoadingScreenSystem/DemoContent/Effects/AnimGridFloor/Materials/M_AnimGridFloor.M_AnimGridFloor","0","82","0","82","0","Compiling M_AnimGridFloor: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'Add Reflection Map2-1'=False, StaticSwitch'Add Sea Foam2-1'=True"
"/Game/LSS_LoadingScreenSystem/DemoContent/Effects/AnimGridFloor/Materials/M_AnimGridFloor.M_AnimGridFloor","0","82","0","82","0","Compiling M_AnimGridFloor: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/MannequinMaterials/Materials/Mannequin/M_Mannequin_Body.M_Mannequin_Body","0","70","0","76","0","Compiling M_Mannequin_Body: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}, StaticSwitch'DisplayAO2-1'=False, StaticSwitch'Logo (Switch)2-1'=True, StaticSwitch'Logo Show Empty (Switch)2-1'=True, StaticSwitch'Copper2-1'=False, StaticSwitch'MF Metal Copper Input2-1'=True, StaticSwitch'MF Metal Chrome Input2-1'=True, StaticSwitch'Chrome2-1'=False, StaticSwitch'Nickel2-1'=False, StaticSwitch'MF Metal Brushed Nickel Input2-1'=True, StaticSwitch'Gold2-1'=True, StaticSwitch'MF Metal Gold Input2-1'=False, StaticSwitch'MF Metal Steel Input2-1'=True, StaticSwitch'Steel2-1'=True, StaticSwitch'MF Burnished Steel Input2-1'=True, StaticSwitch'Burnished Steel2-1'=False, StaticSwitch'UseAmbientFresnel2-1'=True"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/MannequinMaterials/Materials/Mannequin/M_Mannequin_Body.M_Mannequin_Body","0","70","0","76","0","Compiling M_Mannequin_Body: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}, StaticSwitch'DisplayAO2-1'=True, StaticSwitch'Logo (Switch)2-1'=False, StaticSwitch'Logo Show Empty (Switch)2-1'=False, StaticSwitch'Copper2-1'=False, StaticSwitch'MF Metal Copper Input2-1'=False, StaticSwitch'MF Metal Chrome Input2-1'=False, StaticSwitch'Chrome2-1'=False, StaticSwitch'Nickel2-1'=False, StaticSwitch'MF Metal Brushed Nickel Input2-1'=False, StaticSwitch'Gold2-1'=False, StaticSwitch'MF Metal Gold Input2-1'=False, StaticSwitch'MF Metal Steel Input2-1'=False, StaticSwitch'Steel2-1'=True, StaticSwitch'MF Burnished Steel Input2-1'=False, StaticSwitch'Burnished Steel2-1'=False, StaticSwitch'UseAmbientFresnel2-1'=True"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/MannequinMaterials/Materials/Mannequin/M_Mannequin_Body.M_Mannequin_Body","0","70","0","76","0","Compiling M_Mannequin_Body: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}, StaticSwitch'DisplayAO2-1'=True, StaticSwitch'Logo (Switch)2-1'=False, StaticSwitch'Logo Show Empty (Switch)2-1'=False, StaticSwitch'Copper2-1'=False, StaticSwitch'MF Metal Copper Input2-1'=False, StaticSwitch'MF Metal Chrome Input2-1'=False, StaticSwitch'Chrome2-1'=False, StaticSwitch'Nickel2-1'=False, StaticSwitch'MF Metal Brushed Nickel Input2-1'=False, StaticSwitch'Gold2-1'=True, StaticSwitch'MF Metal Gold Input2-1'=False, StaticSwitch'MF Metal Steel Input2-1'=False, StaticSwitch'Steel2-1'=False, StaticSwitch'MF Burnished Steel Input2-1'=False, StaticSwitch'Burnished Steel2-1'=False, StaticSwitch'UseAmbientFresnel2-1'=True"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/MannequinMaterials/Materials/Mannequin/M_Mannequin_Body.M_Mannequin_Body","0","70","0","76","0","Compiling M_Mannequin_Body: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}, StaticSwitch'DisplayAO2-1'=True, StaticSwitch'Logo (Switch)2-1'=False, StaticSwitch'Logo Show Empty (Switch)2-1'=False, StaticSwitch'Copper2-1'=False, StaticSwitch'MF Metal Copper Input2-1'=False, StaticSwitch'MF Metal Chrome Input2-1'=False, StaticSwitch'Chrome2-1'=False, StaticSwitch'Nickel2-1'=False, StaticSwitch'MF Metal Brushed Nickel Input2-1'=False, StaticSwitch'Gold2-1'=False, StaticSwitch'MF Metal Gold Input2-1'=False, StaticSwitch'MF Metal Steel Input2-1'=False, StaticSwitch'Steel2-1'=False, StaticSwitch'MF Burnished Steel Input2-1'=False, StaticSwitch'Burnished Steel2-1'=True, StaticSwitch'UseAmbientFresnel2-1'=True"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/MannequinMaterials/Materials/Mannequin/M_Mannequin_Body.M_Mannequin_Body","0","70","0","76","0","Compiling M_Mannequin_Body: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}, StaticSwitch'DisplayAO2-1'=False, StaticSwitch'Logo (Switch)2-1'=True, StaticSwitch'Logo Show Empty (Switch)2-1'=False, StaticSwitch'Copper2-1'=False, StaticSwitch'MF Metal Copper Input2-1'=True, StaticSwitch'MF Metal Chrome Input2-1'=True, StaticSwitch'Chrome2-1'=False, StaticSwitch'Nickel2-1'=False, StaticSwitch'MF Metal Brushed Nickel Input2-1'=True, StaticSwitch'Gold2-1'=True, StaticSwitch'MF Metal Gold Input2-1'=False, StaticSwitch'MF Metal Steel Input2-1'=True, StaticSwitch'Steel2-1'=True, StaticSwitch'MF Burnished Steel Input2-1'=True, StaticSwitch'Burnished Steel2-1'=False, StaticSwitch'UseAmbientFresnel2-1'=True"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/MannequinMaterials/Materials/Mannequin/M_Mannequin_Body.M_Mannequin_Body","0","70","0","76","0","Compiling M_Mannequin_Body: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}, StaticSwitch'DisplayAO2-1'=False, StaticSwitch'Logo (Switch)2-1'=True, StaticSwitch'Logo Show Empty (Switch)2-1'=False, StaticSwitch'Copper2-1'=False, StaticSwitch'MF Metal Copper Input2-1'=True, StaticSwitch'MF Metal Chrome Input2-1'=True, StaticSwitch'Chrome2-1'=False, StaticSwitch'Nickel2-1'=False, StaticSwitch'MF Metal Brushed Nickel Input2-1'=True, StaticSwitch'Gold2-1'=False, StaticSwitch'MF Metal Gold Input2-1'=False, StaticSwitch'MF Metal Steel Input2-1'=True, StaticSwitch'Steel2-1'=True, StaticSwitch'MF Burnished Steel Input2-1'=True, StaticSwitch'Burnished Steel2-1'=False, StaticSwitch'UseAmbientFresnel2-1'=True"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/MannequinMaterials/Materials/Mannequin/M_Mannequin_Body.M_Mannequin_Body","0","70","0","76","0","Compiling M_Mannequin_Body: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","70","0","76","0","Compiling M_UE4Man_Body: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}, StaticSwitch'PlasticOverride2-1'=True"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","70","0","76","0","Compiling M_UE4Man_Body: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/M_DemoWallPattern.M_DemoWallPattern","0","21","0","21","0","Compiling M_DemoWallPattern: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'UseDecal2-1'=True, StaticSwitch'MirrorText2-1'=False"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/M_DemoWallPattern.M_DemoWallPattern","0","21","0","21","0","Compiling M_DemoWallPattern: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'UseDecal2-1'=False, StaticSwitch'MirrorText2-1'=True"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/M_DemoWallPattern.M_DemoWallPattern","0","21","0","21","0","Compiling M_DemoWallPattern: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/M_Glass.M_Glass","0","40","0","40","0","Compiling M_Glass: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'UseDecal2-1'=False"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/M_Glass.M_Glass","0","40","0","40","0","Compiling M_Glass: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/FXVarietyPack/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","40","0","40","0","Compiling M_ky_vortex04_4x4: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}, StaticMask'selectCh2-1'=B"
"/Game/FXVarietyPack/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","32","0","32","0","Compiling M_ky_vortex04_4x4: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}"
"/Game/FXVarietyPack/Materials/M_ky_storm01.M_ky_storm01","0","40","0","40","0","Compiling M_ky_storm01: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails,bUsedWithMeshParticles}, StaticSwitch'useFresnel2-1'=False, StaticSwitch'useHilight2-1'=False"
"/Game/FXVarietyPack/Materials/M_ky_storm01.M_ky_storm01","0","40","0","40","0","Compiling M_ky_storm01: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails,bUsedWithMeshParticles}, StaticSwitch'useFresnel2-1'=False, StaticSwitch'useHilight2-1'=True"
"/Game/FXVarietyPack/Materials/M_ky_storm01.M_ky_storm01","0","50","0","50","0","Compiling M_ky_storm01: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails,bUsedWithMeshParticles}, StaticSwitch'useFresnel2-1'=True, StaticSwitch'useHilight2-1'=True"
"/Game/FXVarietyPack/Materials/M_ky_storm01.M_ky_storm01","0","50","0","50","0","Compiling M_ky_storm01: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails,bUsedWithMeshParticles}"
"/Game/FXVarietyPack/Materials/M_ky_base.M_ky_base","0","32","0","32","0","Compiling M_ky_base: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}, StaticSwitch'useBaseTexColor2-1'=True"
"/Game/FXVarietyPack/Materials/M_ky_base.M_ky_base","0","32","0","32","0","Compiling M_ky_base: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}"
"/Game/FXVarietyPack/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","40","0","40","0","Compiling M_ky_flare01_primitive: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails,bUsedWithMeshParticles}, StaticSwitch'useFresnel2-1'=False, StaticMask'selectCh2-1'=R"
"/Game/FXVarietyPack/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","40","0","40","0","Compiling M_ky_flare01_primitive: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails,bUsedWithMeshParticles}, StaticSwitch'useFresnel2-1'=False, StaticMask'selectCh2-1'=B"
"/Game/FXVarietyPack/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","40","0","40","0","Compiling M_ky_flare01_primitive: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails,bUsedWithMeshParticles}"
"/Game/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","60","0","64","0","Compiling M_ky_starDust: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}, StaticSwitch'useDistanceSize2-1'=False, StaticSwitch'swSQdust2-1'=False"
"/Game/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","60","0","64","0","Compiling M_ky_starDust: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}, StaticSwitch'useDistanceSize2-1'=True, StaticSwitch'swSQdust2-1'=True"
"/Game/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","60","0","64","0","Compiling M_ky_starDust: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}"
"/Game/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","0","32","0","32","0","Compiling M_ky_base_anime: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}, StaticSwitch'useBaseTexColor2-1'=False, StaticSwitch'maskInv2-1'=True, StaticSwitch'useMask2-1'=True"
"/Game/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","0","32","0","32","0","Compiling M_ky_base_anime: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}"
"/Game/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","0","40","0","40","0","Compiling M_ky_auraWall02: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}"
"/Game/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","0","32","0","32","0","Compiling M_ky_auraWall02: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}"
"/Game/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","50","0","50","0","Compiling M_ky_primitive_dyn2: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails,bUsedWithMeshParticles}"
